"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	451	884151	51.0
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	439	898586	48.9
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	409	909778	45.0
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	436	922065	47.3
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	460	930883	49.4
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	456	938798	48.6
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	440	946248	46.5
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	429	952122	45.1
	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	423	959603	44.1
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1979"	"1979"	51	83000	61.4
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1980"	"1980"	37	96689	38.3
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1981"	"1981"	36	110260	32.7
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1982"	"1982"	55	121066	45.4
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1983"	"1983"	50	130374	38.4
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1984"	"1984"	57	139894	40.7
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1985"	"1985"	85	150289	56.6
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1986"	"1986"	58	161568	35.9
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1987"	"1987"	91	173130	52.6
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1988"	"1988"	77	184734	41.7
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1989"	"1989"	67	196685	34.1
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1990"	"1990"	91	206875	44.0
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1991"	"1991"	78	223366	34.9
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1992"	"1992"	97	240065	40.4
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1993"	"1993"	109	257463	42.3
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1994"	"1994"	98	273570	35.8
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1995"	"1995"	103	288804	35.7
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1996"	"1996"	143	303431	47.1
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1997"	"1997"	131	317430	41.3
	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	"1998"	"1998"	125	331014	37.8
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1979"	"1979"	3821	7841000	48.7
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1980"	"1980"	3763	7951329	47.3
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1981"	"1981"	3694	8097086	45.6
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1982"	"1982"	3629	8218917	44.2
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1983"	"1983"	3695	8341572	44.3
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1984"	"1984"	3666	8436935	43.5
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1985"	"1985"	3935	8536282	46.1
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1986"	"1986"	3905	8657219	45.1
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1987"	"1987"	3883	8785358	44.2
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1988"	"1988"	4001	8867364	45.1
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1989"	"1989"	3840	8967877	42.8
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	3706	9047655	41.0
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	3602	9131275	39.4
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	3594	9191380	39.1
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	3637	9249270	39.3
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	3596	9254450	38.9
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	3677	9243329	39.8
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	3613	9176514	39.4
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	3523	9056590	38.9
	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	3705	8946339	41.4
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	1028	564000	182.3
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1980"	"1980"	1062	567030	187.3
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	1017	572173	177.7
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1982"	"1982"	980	575871	170.2
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1983"	"1983"	960	579219	165.7
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1984"	"1984"	985	582068	169.2
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1985"	"1985"	956	585861	163.2
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	946	590592	160.2
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	988	596075	165.8
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	1033	601865	171.6
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1989"	"1989"	1006	609404	165.1
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	880	613620	143.4
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	915	626334	146.1
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	851	636212	133.8
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	894	646875	138.2
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	834	653789	127.6
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	875	659910	132.6
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	858	665974	128.8
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	780	669735	116.5
	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	769	674882	113.9
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1979"	"1979"	94	87000	108.0
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1980"	"1980"	125	93722	133.4
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1981"	"1981"	117	101372	115.4
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1982"	"1982"	110	107250	102.6
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1983"	"1983"	121	112353	107.7
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1984"	"1984"	107	118193	90.5
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1985"	"1985"	104	125066	83.2
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1986"	"1986"	114	132946	85.7
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1987"	"1987"	148	141349	104.7
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1988"	"1988"	156	150102	103.9
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1989"	"1989"	127	158772	80.0
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1990"	"1990"	140	165858	84.4
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1991"	"1991"	151	176437	85.6
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1992"	"1992"	147	187781	78.3
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1993"	"1993"	124	199317	62.2
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1994"	"1994"	151	209812	72.0
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1995"	"1995"	167	220222	75.8
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1996"	"1996"	155	230526	67.2
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1997"	"1997"	197	240676	81.9
	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	"1998"	"1998"	163	251361	64.8
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1979"	"1979"	7372	5997000	122.9
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1980"	"1980"	7240	6095750	118.8
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1981"	"1981"	6954	6215679	111.9
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1982"	"1982"	6809	6319634	107.7
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1983"	"1983"	6846	6434543	106.4
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1984"	"1984"	7225	6525084	110.7
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1985"	"1985"	7079	6627900	106.8
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1986"	"1986"	7354	6751344	108.9
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1987"	"1987"	7465	6877252	108.5
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1988"	"1988"	7470	6957923	107.4
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1989"	"1989"	7424	7055596	105.2
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	7176	7127336	100.7
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	6896	7237906	95.3
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	6924	7320803	94.6
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	6800	7417629	91.7
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	6765	7467287	90.6
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	6795	7515025	90.4
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	7077	7501795	94.3
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	6850	7447321	92.0
	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	6879	7407048	92.9
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1979"	"1979"	367	360000	101.9
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	498	360118	138.3
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1981"	"1981"	371	376214	98.6
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1982"	"1982"	357	389855	91.6
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	463	403645	114.7
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	426	417474	102.0
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1985"	"1985"	468	431152	108.5
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	417	445733	93.6
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1987"	"1987"	455	460117	98.9
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	465	473745	98.2
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1989"	"1989"	481	486088	99.0
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	480	494772	97.0
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	454	505286	89.9
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	461	514433	89.6
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	488	522312	93.4
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	447	532046	84.0
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	463	542005	85.4
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	482	553300	87.1
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	473	565927	83.6
	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	491	573090	85.7
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1979"	"1979"	39	36000	108.3
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1980"	"1980"	40	44842	89.2
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1981"	"1981"	37	48856	75.7
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1982"	"1982"	34	52169	65.2
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1983"	"1983"	44	55348	79.5
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1984"	"1984"	40	58962	67.8
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1985"	"1985"	40	62916	63.6
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1986"	"1986"	62	67113	92.4
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1987"	"1987"	64	71764	89.2
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1988"	"1988"	72	76473	94.2
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1989"	"1989"	70	81297	86.1
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1990"	"1990"	73	85114	85.8
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1991"	"1991"	56	91882	60.9
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1992"	"1992"	89	98903	90.0
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1993"	"1993"	84	106141	79.1
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1994"	"1994"	90	114487	78.6
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1995"	"1995"	92	123576	74.4
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1996"	"1996"	104	133776	77.7
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1997"	"1997"	138	144104	95.8
	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	"1998"	"1998"	113	155387	72.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1979"	"1979"	4493	4373000	102.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1980"	"1980"	4580	4456907	102.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1981"	"1981"	4322	4598379	94.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1982"	"1982"	4313	4722252	91.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1983"	"1983"	4449	4848871	91.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1984"	"1984"	4606	4975913	92.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1985"	"1985"	4697	5104060	92.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1986"	"1986"	4914	5232039	93.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1987"	"1987"	4972	5362682	92.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1988"	"1988"	5113	5484072	93.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1989"	"1989"	5091	5604412	90.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	5114	5687364	89.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	5113	5844539	87.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	5014	5949314	84.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	5250	6044328	86.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	5323	6137562	86.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	5342	6240344	85.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	5657	6370429	88.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	5774	6496866	88.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	6075	6577689	92.4
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	534	238000	224.4
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1980"	"1980"	610	227979	267.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	571	234990	243.0
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1982"	"1982"	544	240902	225.8
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1983"	"1983"	613	246537	248.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1984"	"1984"	563	251375	224.0
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1985"	"1985"	610	256858	237.5
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	640	262030	244.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	612	267168	229.1
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	661	271379	243.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1989"	"1989"	646	275069	234.9
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	574	277046	207.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	607	279775	217.0
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	585	282979	206.7
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	536	286392	187.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	620	292086	212.3
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	601	298927	201.1
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	567	306365	185.1
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	565	313869	180.0
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	562	320358	175.4
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1979"	"1979"	69	29000	237.9
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1980"	"1980"	84	38420	218.6
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1981"	"1981"	66	41975	157.2
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1982"	"1982"	82	44874	182.7
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1983"	"1983"	85	47817	177.8
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1984"	"1984"	78	50814	153.5
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1985"	"1985"	91	53659	169.6
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1986"	"1986"	97	56817	170.7
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1987"	"1987"	107	60427	177.1
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1988"	"1988"	111	64052	173.3
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1989"	"1989"	94	67577	139.1
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1990"	"1990"	112	70434	159.0
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1991"	"1991"	103	74271	138.7
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1992"	"1992"	103	78427	131.3
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1993"	"1993"	121	82205	147.2
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1994"	"1994"	145	86619	167.4
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1995"	"1995"	113	92231	122.5
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1996"	"1996"	151	99022	152.5
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1997"	"1997"	151	106163	142.2
	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	"1998"	"1998"	151	114013	132.4
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1979"	"1979"	5530	2562000	215.8
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1980"	"1980"	5521	2600489	212.3
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1981"	"1981"	5353	2681338	199.6
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1982"	"1982"	5423	2752822	197.0
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1983"	"1983"	5674	2826584	200.7
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1984"	"1984"	5907	2901739	203.6
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1985"	"1985"	6231	2981602	209.0
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1986"	"1986"	6330	3064558	206.6
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1987"	"1987"	6685	3154298	211.9
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1988"	"1988"	6722	3242321	207.3
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1989"	"1989"	6639	3335467	199.0
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	6696	3397245	197.1
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	6774	3532828	191.7
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	6823	3631259	187.9
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	7048	3722248	189.3
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	7153	3817180	187.4
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	7096	3925411	180.8
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	7429	4060777	182.9
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	7690	4185282	183.7
	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	8086	4275840	189.1
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1979"	"1979"	232	104000	223.1
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	250	106047	235.7
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1981"	"1981"	226	112631	200.7
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1982"	"1982"	210	118263	177.6
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	233	123777	188.2
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	255	129010	197.7
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1985"	"1985"	277	133382	207.7
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	287	138406	207.4
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1987"	"1987"	292	143785	203.1
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	326	148679	219.3
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1989"	"1989"	368	153437	239.8
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	338	156362	216.2
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	345	167928	205.4
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	299	177067	168.9
	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	347	185336	187.2
