"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Fight, brawl, rape"	"E960"	5	8580000	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by poisoning"	"E962"	6	8580000	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by hanging and strangulation"	"E963"	8	8580000	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by submersion (drowning)"	"E964"	3	8580000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	317	8580000	3.7
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	71	8580000	0.8
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by pushing from high place"	"E967"	1	8580000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	28	8580000	0.3
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Late effect of injury purposely inflicted by other person"	"E969"	1	8580000	0.0 (Unreliable)
"Total"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"			440	8580000	5.1
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Fight, brawl, rape"	"E960"	4	8777000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by poisoning"	"E962"	2	8777000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by hanging and strangulation"	"E963"	6	8777000	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by submersion (drowning)"	"E964"	4	8777000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by firearms and explosives"	"E965"	388	8777000	4.4
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by cutting and piercing instruments"	"E966"	104	8777000	1.2
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	32	8777000	0.4
"Total"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"			540	8777000	6.2
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Fight, brawl, rape"	"E960"	5	8941000	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by poisoning"	"E962"	2	8941000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by hanging and strangulation"	"E963"	24	8941000	0.3
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by submersion (drowning)"	"E964"	1	8941000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	430	8941000	4.8
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by cutting and piercing instruments"	"E966"	110	8941000	1.2
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	35	8941000	0.4
"Total"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"			607	8941000	6.8
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Fight, brawl, rape"	"E960"	4	9065000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by poisoning"	"E962"	2	9065000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by hanging and strangulation"	"E963"	13	9065000	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by submersion (drowning)"	"E964"	3	9065000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	505	9065000	5.6
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	109	9065000	1.2
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by other and unspecified means"	"E968"	39	9065000	0.4
"Total"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"			675	9065000	7.4
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Fight, brawl, rape"	"E960"	7	9146000	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by poisoning"	"E962"	2	9146000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by hanging and strangulation"	"E963"	10	9146000	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by submersion (drowning)"	"E964"	2	9146000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	533	9146000	5.8
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	107	9146000	1.2
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by pushing from high place"	"E967"	2	9146000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	50	9146000	0.5
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Late effect of injury purposely inflicted by other person"	"E969"	1	9146000	0.0 (Unreliable)
"Total"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"			714	9146000	7.8
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Fight, brawl, rape"	"E960"	3	9242000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by poisoning"	"E962"	1	9242000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by hanging and strangulation"	"E963"	5	9242000	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by submersion (drowning)"	"E964"	2	9242000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	483	9242000	5.2
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	128	9242000	1.4
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	43	9242000	0.5
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Late effect of injury purposely inflicted by other person"	"E969"	1	9242000	0.0 (Unreliable)
"Total"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"			666	9242000	7.2
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Fight, brawl, rape"	"E960"	5	9220000	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by poisoning"	"E962"	4	9220000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	5	9220000	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by submersion (drowning)"	"E964"	2	9220000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	525	9220000	5.7
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by cutting and piercing instruments"	"E966"	149	9220000	1.6
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by pushing from high place"	"E967"	2	9220000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	41	9220000	0.4
"Total"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"			733	9220000	8.0
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Fight, brawl, rape"	"E960"	2	9179000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by poisoning"	"E962"	3	9179000	0.0 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by hanging and strangulation"	"E963"	11	9179000	0.1 (Unreliable)
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by firearms and explosives"	"E965"	556	9179000	6.1
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by cutting and piercing instruments"	"E966"	145	9179000	1.6
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	49	9179000	0.5
"Total"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"			766	9179000	8.3
"Total"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"					6282	96507270	6.5
"Total"	"15-19 years"	"15-19"	"Male"	"M"							14103	112919847	12.5
"Total"	"15-19 years"	"15-19"									18543	223056348	8.3
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Fight, brawl, rape"	"E960"	1	878000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by hanging and strangulation"	"E963"	13	878000	1.5 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	153	878000	17.4
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by cutting and piercing instruments"	"E966"	41	878000	4.7
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by pushing from high place"	"E967"	1	878000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	19	878000	2.2 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"			228	878000	26.0
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by hanging and strangulation"	"E963"	18	931000	1.9 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	140	931000	15.0
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by cutting and piercing instruments"	"E966"	42	931000	4.5
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by pushing from high place"	"E967"	1	931000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	14	931000	1.5 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"			215	931000	23.1
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Fight, brawl, rape"	"E960"	1	974372	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by hanging and strangulation"	"E963"	19	974372	1.9 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by firearms and explosives"	"E965"	175	974372	18.0
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by cutting and piercing instruments"	"E966"	48	974372	4.9
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by pushing from high place"	"E967"	1	974372	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	15	974372	1.5 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"			259	974372	26.6
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Fight, brawl, rape"	"E960"	1	1060000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by poisoning"	"E962"	1	1060000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by hanging and strangulation"	"E963"	29	1060000	2.7
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	174	1060000	16.4
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	56	1060000	5.3
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	17	1060000	1.6 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"			278	1060000	26.2
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by hanging and strangulation"	"E963"	12	1099000	1.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by firearms and explosives"	"E965"	222	1099000	20.2
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by cutting and piercing instruments"	"E966"	66	1099000	6.0
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	16	1099000	1.5 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"			316	1099000	28.8
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by hanging and strangulation"	"E963"	20	1141000	1.8
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	223	1141000	19.5
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by cutting and piercing instruments"	"E966"	69	1141000	6.0
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	28	1141000	2.5
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Late effect of injury purposely inflicted by other person"	"E969"	1	1141000	0.1 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"			341	1141000	29.9
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Fight, brawl, rape"	"E960"	1	1185000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by hanging and strangulation"	"E963"	18	1185000	1.5 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by submersion (drowning)"	"E964"	2	1185000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	244	1185000	20.6
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	71	1185000	6.0
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by pushing from high place"	"E967"	1	1185000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by other and unspecified means"	"E968"	27	1185000	2.3
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"			364	1185000	30.7
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by corrosive or caustic substance, except poisoning"	"E961"	1	1232000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by hanging and strangulation"	"E963"	29	1232000	2.4
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by submersion (drowning)"	"E964"	2	1232000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	200	1232000	16.2
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	66	1232000	5.4
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	23	1232000	1.9
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"			321	1232000	26.1
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Fight, brawl, rape"	"E960"	1	1273000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by corrosive or caustic substance, except poisoning"	"E961"	1	1273000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by hanging and strangulation"	"E963"	29	1273000	2.3
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by submersion (drowning)"	"E964"	1	1273000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	207	1273000	16.3
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	69	1273000	5.4
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by pushing from high place"	"E967"	1	1273000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	28	1273000	2.2
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"			337	1273000	26.5
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	38	1324000	2.9
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by submersion (drowning)"	"E964"	2	1324000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	192	1324000	14.5
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by cutting and piercing instruments"	"E966"	62	1324000	4.7
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	23	1324000	1.7
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"			317	1324000	23.9
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by hanging and strangulation"	"E963"	34	1368000	2.5
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by submersion (drowning)"	"E964"	3	1368000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by firearms and explosives"	"E965"	205	1368000	15.0
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by cutting and piercing instruments"	"E966"	57	1368000	4.2
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by pushing from high place"	"E967"	1	1368000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	32	1368000	2.3
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"			332	1368000	24.3
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"					3308	12465372	26.5
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	2	102000	2.0 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Assault by cutting and piercing instruments"	"E966"	2	102000	2.0 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	4	102000	3.9 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"			8	102000	7.8 (Unreliable)
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	2	112000	1.8 (Unreliable)
