"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"1-4 years"	"1-4"	"Male"	"M"	"1990"	"1990"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	7	6071090	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1990"	"1990"	"White"	"2106-3"	"By parent"	"E967.0"	3	6071090	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1990"	"1990"	"White"	"2106-3"	"By other specified person"	"E967.1"	1	6071090	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1990"	"1990"	"White"	"2106-3"	"By unspecified person"	"E967.9"	23	6071090	0.4
	"1-4 years"	"1-4"	"Male"	"M"	"1990"	"1990"	"White"	"2106-3"	"Fire"	"E968.0"	6	6071090	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1990"	"1990"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	5	6071090	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1990"	"1990"	"White"	"2106-3"	"Hot liquid"	"E968.3"	1	6071090	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1990"	"1990"	"White"	"2106-3"	"Other specified means"	"E968.8"	11	6071090	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1990"	"1990"	"White"	"2106-3"	"Unspecified means"	"E968.9"	19	6071090	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1990"	"1990"	"White"	"2106-3"	"Late effects of injury purposely inflicted by other person"	"E969"	2	6071090	0.0 (Unreliable)
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1990"	"1990"	"White"	"2106-3"			109	6071090	1.8
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1990"	"1990"					208	7580624	2.7
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"Drugs and medicinal substances"	"E962.0"	1	1233019	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"Other gases and vapors"	"E962.2"	1	1233019	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	1	1233019	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"Assault by submersion (drowning)"	"E964"	3	1233019	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"Handgun"	"E965.0"	1	1233019	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	13	1233019	1.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	3	1233019	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"By parent"	"E967.0"	1	1233019	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"By unspecified person"	"E967.9"	35	1233019	2.8
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	5	1233019	0.4 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"Striking by blunt or thrown object"	"E968.2"	3	1233019	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"Hot liquid"	"E968.3"	2	1233019	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	6	1233019	0.5 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	22	1233019	1.8
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Black or African American"	"2054-5"			97	1233019	7.9
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Other Race"	"2131-1"	"Handgun"	"E965.0"	1	360353	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Other Race"	"2131-1"	"Other and unspecified firearm"	"E965.4"	2	360353	0.6 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Other Race"	"2131-1"	"Assault by cutting and piercing instrument"	"E966"	2	360353	0.6 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Other Race"	"2131-1"	"Other specified means"	"E968.8"	1	360353	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Other Race"	"2131-1"	"Unspecified means"	"E968.9"	1	360353	0.3 (Unreliable)
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"Other Race"	"2131-1"			7	360353	1.9 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Drugs and medicinal substances"	"E962.0"	1	6187186	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Other solid and liquid substances"	"E962.1"	1	6187186	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Other gases and vapors"	"E962.2"	3	6187186	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	5	6187186	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	2	6187186	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Handgun"	"E965.0"	1	6187186	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Shotgun"	"E965.1"	3	6187186	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	16	6187186	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	3	6187186	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"By parent"	"E967.0"	4	6187186	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"By unspecified person"	"E967.9"	39	6187186	0.6
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Fire"	"E968.0"	3	6187186	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	3	6187186	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Other specified means"	"E968.8"	9	6187186	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Unspecified means"	"E968.9"	33	6187186	0.5
	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"	"Late effects of injury purposely inflicted by other person"	"E969"	5	6187186	0.1 (Unreliable)
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"	"White"	"2106-3"			131	6187186	2.1
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1991"	"1991"					235	7780558	3.0
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	1	1280001	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"Assault by submersion (drowning)"	"E964"	1	1280001	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"Handgun"	"E965.0"	1	1280001	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"Hunting rifle"	"E965.2"	1	1280001	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	20	1280001	1.6
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	3	1280001	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"By parent"	"E967.0"	2	1280001	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"By other specified person"	"E967.1"	1	1280001	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"By unspecified person"	"E967.9"	27	1280001	2.1
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	11	1280001	0.9 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"Hot liquid"	"E968.3"	1	1280001	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	9	1280001	0.7 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	15	1280001	1.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"	"Late effects of injury purposely inflicted by other person"	"E969"	2	1280001	0.2 (Unreliable)
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Black or African American"	"2054-5"			95	1280001	7.4
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Other Race"	"2131-1"	"Drugs and medicinal substances"	"E962.0"	2	379416	0.5 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Other Race"	"2131-1"	"Other gases and vapors"	"E962.2"	2	379416	0.5 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Other Race"	"2131-1"	"Assault by submersion (drowning)"	"E964"	3	379416	0.8 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Other Race"	"2131-1"	"By unspecified person"	"E967.9"	1	379416	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Other Race"	"2131-1"	"Hot liquid"	"E968.3"	1	379416	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Other Race"	"2131-1"	"Unspecified means"	"E968.9"	4	379416	1.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Other Race"	"2131-1"	"Late effects of injury purposely inflicted by other person"	"E969"	1	379416	0.3 (Unreliable)
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"Other Race"	"2131-1"			14	379416	3.7 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Rape"	"E960.1"	1	6300477	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	8	6300477	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	2	6300477	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Handgun"	"E965.0"	1	6300477	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Shotgun"	"E965.1"	4	6300477	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Hunting rifle"	"E965.2"	1	6300477	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	11	6300477	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	4	6300477	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"By other specified person"	"E967.1"	3	6300477	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"By unspecified person"	"E967.9"	48	6300477	0.8
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Fire"	"E968.0"	8	6300477	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	1	6300477	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	1	6300477	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Other specified means"	"E968.8"	9	6300477	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Unspecified means"	"E968.9"	28	6300477	0.4
	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"	"Late effects of injury purposely inflicted by other person"	"E969"	3	6300477	0.0 (Unreliable)
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"	"White"	"2106-3"			133	6300477	2.1
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1992"	"1992"					242	7959894	3.0
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Drugs and medicinal substances"	"E962.0"	1	1316241	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	9	1316241	0.7 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Assault by submersion (drowning)"	"E964"	2	1316241	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Handgun"	"E965.0"	3	1316241	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	12	1316241	0.9 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	3	1316241	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"By other specified person"	"E967.1"	2	1316241	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"By unspecified person"	"E967.9"	43	1316241	3.3
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	9	1316241	0.7 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Pushing from a high place"	"E968.1"	1	1316241	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Striking by blunt or thrown object"	"E968.2"	1	1316241	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Hot liquid"	"E968.3"	4	1316241	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Criminal neglect"	"E968.4"	1	1316241	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	10	1316241	0.8 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	19	1316241	1.4 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"	"Late effects of injury purposely inflicted by other person"	"E969"	2	1316241	0.2 (Unreliable)
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Black or African American"	"2054-5"			122	1316241	9.3
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Other Race"	"2131-1"	"Handgun"	"E965.0"	1	396151	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Other Race"	"2131-1"	"Other and unspecified firearm"	"E965.4"	2	396151	0.5 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Other Race"	"2131-1"	"Assault by cutting and piercing instrument"	"E966"	2	396151	0.5 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Other Race"	"2131-1"	"By other specified person"	"E967.1"	1	396151	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Other Race"	"2131-1"	"By unspecified person"	"E967.9"	3	396151	0.8 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Other Race"	"2131-1"	"Striking by blunt or thrown object"	"E968.2"	1	396151	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Other Race"	"2131-1"	"Other specified means"	"E968.8"	1	396151	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Other Race"	"2131-1"	"Unspecified means"	"E968.9"	3	396151	0.8 (Unreliable)
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"Other Race"	"2131-1"			14	396151	3.5 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Drugs and medicinal substances"	"E962.0"	1	6388979	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Other gases and vapors"	"E962.2"	5	6388979	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	12	6388979	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	2	6388979	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Handgun"	"E965.0"	4	6388979	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Shotgun"	"E965.1"	3	6388979	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	12	6388979	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	5	6388979	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"By other specified person"	"E967.1"	4	6388979	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"By unspecified person"	"E967.9"	42	6388979	0.7
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Fire"	"E968.0"	6	6388979	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Pushing from a high place"	"E968.1"	1	6388979	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	2	6388979	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Hot liquid"	"E968.3"	2	6388979	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	1	6388979	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Other specified means"	"E968.8"	6	6388979	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Unspecified means"	"E968.9"	29	6388979	0.5
	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"	"Late effects of injury purposely inflicted by other person"	"E969"	1	6388979	0.0 (Unreliable)
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"	"White"	"2106-3"			138	6388979	2.2
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1993"	"1993"					274	8101371	3.4
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"	"Drugs and medicinal substances"	"E962.0"	1	1331603	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	7	1331603	0.5 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"	"Handgun"	"E965.0"	4	1331603	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"	"Shotgun"	"E965.1"	1	1331603	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	10	1331603	0.8 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"	"By unspecified person"	"E967.9"	35	1331603	2.6
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	14	1331603	1.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"	"Pushing from a high place"	"E968.1"	1	1331603	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"	"Striking by blunt or thrown object"	"E968.2"	2	1331603	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"	"Hot liquid"	"E968.3"	1	1331603	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	9	1331603	0.7 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	19	1331603	1.4 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"	"Late effects of injury purposely inflicted by other person"	"E969"	2	1331603	0.2 (Unreliable)
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Black or African American"	"2054-5"			106	1331603	8.0
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Other Race"	"2131-1"	"Drugs and medicinal substances"	"E962.0"	1	408593	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Other Race"	"2131-1"	"Assault by cutting and piercing instrument"	"E966"	1	408593	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Other Race"	"2131-1"	"By unspecified person"	"E967.9"	4	408593	1.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Other Race"	"2131-1"	"Fire"	"E968.0"	1	408593	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Other Race"	"2131-1"	"Striking by blunt or thrown object"	"E968.2"	1	408593	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Other Race"	"2131-1"	"Unspecified means"	"E968.9"	4	408593	1.0 (Unreliable)
"Total"	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"Other Race"	"2131-1"			12	408593	2.9 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"Rape"	"E960.1"	1	6416700	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"Drugs and medicinal substances"	"E962.0"	1	6416700	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"Other gases and vapors"	"E962.2"	2	6416700	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	6	6416700	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	4	6416700	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"Handgun"	"E965.0"	1	6416700	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"Shotgun"	"E965.1"	3	6416700	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"Hunting rifle"	"E965.2"	2	6416700	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	10	6416700	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	7	6416700	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"By parent"	"E967.0"	4	6416700	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"By other specified person"	"E967.1"	2	6416700	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"By unspecified person"	"E967.9"	48	6416700	0.7
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"Fire"	"E968.0"	6	6416700	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Male"	"M"	"1994"	"1994"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	2	6416700	0.0 (Unreliable)
