"year","female","male","total","country_code"
1957,75.54,71.37,73.44,"nor"
1958,75.52,71.35,73.42,"nor"
1959,75.79,71.36,73.55,"nor"
1960,75.86,71.33,73.57,"nor"
1961,76.05,71.16,73.57,"nor"
1962,76.05,70.97,73.46,"nor"
1963,75.49,70.78,73.1,"nor"
1964,76.08,71.23,73.61,"nor"
1965,76.52,71.05,73.72,"nor"
1966,76.7,71.41,74,"nor"
1967,76.94,71.33,74.07,"nor"
1968,76.79,71.22,73.95,"nor"
1969,76.66,70.8,73.65,"nor"
1970,77.31,71,74.07,"nor"
1971,77.34,71.14,74.16,"nor"
1972,77.49,71.32,74.33,"nor"
1973,77.68,71.32,74.42,"nor"
1974,77.93,71.68,74.74,"nor"
1975,78.03,71.7,74.79,"nor"
1976,78.16,72,75.01,"nor"
1977,78.61,72.23,75.35,"nor"
1978,78.55,72.32,75.38,"nor"
1979,78.74,72.12,75.35,"nor"
1980,79.09,72.32,75.62,"nor"
1981,79.17,72.58,75.8,"nor"
1982,79.43,72.58,75.93,"nor"
1983,79.45,72.67,75.99,"nor"
1984,79.49,72.93,76.15,"nor"
1985,79.31,72.52,75.84,"nor"
1986,79.47,72.61,75.97,"nor"
1987,79.3,72.49,75.83,"nor"
1988,79.25,72.71,75.93,"nor"
1989,79.58,73.04,76.26,"nor"
1990,79.56,73.18,76.33,"nor"
1991,79.91,73.83,76.85,"nor"
1992,80.35,74.16,77.24,"nor"
1993,80.22,74.22,77.2,"nor"
1994,80.65,74.89,77.78,"nor"
1995,80.81,74.79,77.8,"nor"
1996,81.06,75.37,78.23,"nor"
1997,80.97,75.46,78.23,"nor"
1998,81.26,75.53,78.41,"nor"
1999,81.12,75.61,78.38,"nor"
2000,81.37,75.95,78.69,"nor"
2001,81.51,76.2,78.89,"nor"
2002,81.45,76.4,78.96,"nor"
2003,81.93,77.03,79.53,"nor"
2004,82.32,77.5,79.96,"nor"
2005,82.52,77.74,80.18,"nor"
2006,82.68,78.13,80.46,"nor"
2007,82.68,78.25,80.51,"nor"
2008,82.97,78.34,80.69,"nor"
2009,83.08,78.62,80.89,"nor"
1948,53.06,52.1,52.5,"nzl_ma"
1949,50.35,51.99,51.2,"nzl_ma"
1950,55.01,53.79,54.28,"nzl_ma"
1951,56.66,54.54,55.59,"nzl_ma"
1952,54.71,53.55,54.15,"nzl_ma"
1953,58.38,55.08,56.57,"nzl_ma"
1954,60.51,57.18,58.67,"nzl_ma"
1955,59.07,58.08,58.61,"nzl_ma"
1956,59.51,57.98,58.68,"nzl_ma"
1957,58.13,56.39,57.24,"nzl_ma"
1958,62.04,58.63,60.13,"nzl_ma"
1959,60.67,59.65,60.18,"nzl_ma"
1960,60.62,58.37,59.45,"nzl_ma"
1961,61.98,58.54,60.11,"nzl_ma"
1962,63.78,61.25,62.41,"nzl_ma"
1963,64,62.05,62.97,"nzl_ma"
1964,64.64,62.64,63.64,"nzl_ma"
1965,65.67,61.48,63.37,"nzl_ma"
1966,64.06,61.57,62.63,"nzl_ma"
1967,65.5,62.25,63.77,"nzl_ma"
1968,64.45,61.09,62.64,"nzl_ma"
1969,65.41,60.5,62.68,"nzl_ma"
1970,63.99,60.78,62.33,"nzl_ma"
1971,64.78,60.66,62.59,"nzl_ma"
1972,65.69,61.56,63.49,"nzl_ma"
1973,66.31,61.08,63.5,"nzl_ma"
1974,67.75,62.87,65.09,"nzl_ma"
1975,67.2,62.73,64.79,"nzl_ma"
1976,67.36,63.37,65.26,"nzl_ma"
1977,66.8,62.78,64.7,"nzl_ma"
1978,69.61,64.8,67.05,"nzl_ma"
1979,69.55,64.25,66.73,"nzl_ma"
1980,68.65,65.05,66.74,"nzl_ma"
1981,69.87,65.36,67.46,"nzl_ma"
1982,69.75,65.51,67.51,"nzl_ma"
1983,70.53,65.17,67.66,"nzl_ma"
1984,71.71,66.17,68.79,"nzl_ma"
1985,70.97,67.19,69.04,"nzl_ma"
1986,73.36,67.28,70.08,"nzl_ma"
1987,73.17,68.48,70.78,"nzl_ma"
1988,72.98,68.48,70.7,"nzl_ma"
1989,72.94,68.09,70.49,"nzl_ma"
1990,72.28,68.52,70.34,"nzl_ma"
1991,73.29,68.2,70.7,"nzl_ma"
1992,75.18,68.75,71.79,"nzl_ma"
1993,73.89,68.72,71.27,"nzl_ma"
1994,74.87,70.44,72.66,"nzl_ma"
1995,75.03,69.96,72.47,"nzl_ma"
1996,70.97,66.38,68.65,"nzl_ma"
1997,71.89,67.15,69.5,"nzl_ma"
1998,73.28,67.68,70.45,"nzl_ma"
1999,72.88,67.58,70.2,"nzl_ma"
2000,73.25,68.73,70.99,"nzl_ma"
2001,73.4,69.87,71.68,"nzl_ma"
2002,74.16,69.8,72,"nzl_ma"
2003,74.69,69.61,72.13,"nzl_ma"
2004,74.68,70.25,72.5,"nzl_ma"
2005,75.34,71.01,73.23,"nzl_ma"
2006,75.67,71.33,73.53,"nzl_ma"
2007,76.36,71.33,73.9,"nzl_ma"
2008,75.64,72.51,74.08,"nzl_ma"
1901,60.54,58.44,59.35,"nzl_nm"
1902,59.29,56.62,57.75,"nzl_nm"
1903,59.54,56.94,58.08,"nzl_nm"
1904,61.87,58.93,60.24,"nzl_nm"
1905,62.46,60.26,61.21,"nzl_nm"
1906,62.83,60.01,61.19,"nzl_nm"
1907,58.96,56.83,57.79,"nzl_nm"
1908,62.51,59.35,60.74,"nzl_nm"
1909,63.24,60.27,61.55,"nzl_nm"
1910,62.51,59.86,61.05,"nzl_nm"
1911,63.35,60.42,61.71,"nzl_nm"
1912,64.54,61.63,62.97,"nzl_nm"
1913,63.16,60.34,61.6,"nzl_nm"
1914,64.14,60.53,62.16,"nzl_nm"
1915,64.52,61.22,62.76,"nzl_nm"
1916,63.93,60.04,61.86,"nzl_nm"
1917,64.29,61.29,62.67,"nzl_nm"
1918,57.41,50.62,53.84,"nzl_nm"
1919,64.73,61.62,63.05,"nzl_nm"
1920,62.29,60.13,61.1,"nzl_nm"
1921,65.53,62.39,63.83,"nzl_nm"
1922,65.45,63.06,64.18,"nzl_nm"
1923,65.05,62.6,63.74,"nzl_nm"
1924,66.7,63.7,65.09,"nzl_nm"
1925,66.53,64.06,65.2,"nzl_nm"
1926,66.13,63.35,64.63,"nzl_nm"
1927,66.75,64.03,65.29,"nzl_nm"
1928,66.71,64,65.26,"nzl_nm"
1929,66.9,63.68,65.19,"nzl_nm"
1930,67.31,64.28,65.7,"nzl_nm"
1931,67.78,64.93,66.28,"nzl_nm"
1932,68.29,66.34,67.26,"nzl_nm"
1933,69.03,66.21,67.53,"nzl_nm"
1934,68.51,65.72,67.04,"nzl_nm"
1935,69.14,66.42,67.71,"nzl_nm"
1936,68.48,65.9,67.14,"nzl_nm"
1937,68.6,65.61,67.04,"nzl_nm"
1938,67.88,64.01,65.85,"nzl_nm"
1939,69.26,65.98,67.53,"nzl_nm"
1940,69.7,66.13,67.84,"nzl_nm"
1941,69.2,65.75,67.41,"nzl_nm"
1942,68.57,65,66.78,"nzl_nm"
1943,69.63,65.78,67.73,"nzl_nm"
1944,70.01,66.18,68.05,"nzl_nm"
1945,70.24,66.5,68.31,"nzl_nm"
1946,70.43,67.29,68.81,"nzl_nm"
1947,71.65,67.76,69.62,"nzl_nm"
1948,72.19,68.23,70.12,"nzl_nm"
1949,72.32,68.53,70.36,"nzl_nm"
1950,72.46,68.48,70.4,"nzl_nm"
1951,72.4,67.95,70.1,"nzl_nm"
1952,72.69,68.54,70.55,"nzl_nm"
1953,73.68,68.95,71.22,"nzl_nm"
1954,73.65,68.82,71.14,"nzl_nm"
1955,73.88,69,71.36,"nzl_nm"
1956,74.15,69.14,71.55,"nzl_nm"
1957,73.99,68.61,71.19,"nzl_nm"
1958,74.25,69.18,71.63,"nzl_nm"
1959,74.17,69.05,71.53,"nzl_nm"
1960,74.73,69.46,72.01,"nzl_nm"
1961,74.45,69.17,71.73,"nzl_nm"
1962,74.75,69.03,71.79,"nzl_nm"
1963,74.78,68.99,71.78,"nzl_nm"
1964,74.8,68.93,71.76,"nzl_nm"
1965,74.78,68.84,71.72,"nzl_nm"
1966,74.92,68.52,71.59,"nzl_nm"
1967,75.21,68.87,71.94,"nzl_nm"
1968,74.81,68.59,71.6,"nzl_nm"
1969,75.24,68.95,72,"nzl_nm"
1970,75.11,68.69,71.8,"nzl_nm"
1971,75.58,69.25,72.31,"nzl_nm"
1972,75.24,69.48,72.31,"nzl_nm"
1973,75.6,68.93,72.16,"nzl_nm"
1974,75.53,69.3,72.34,"nzl_nm"
1975,76,69.4,72.61,"nzl_nm"
1976,76.1,69.68,72.81,"nzl_nm"
1977,76.06,69.27,72.57,"nzl_nm"
1978,76.81,70.05,73.34,"nzl_nm"
1979,76.91,70.16,73.45,"nzl_nm"
1980,76.24,70.36,73.25,"nzl_nm"
1981,77.28,70.79,73.97,"nzl_nm"
1982,77.28,71.01,74.1,"nzl_nm"
1983,77.29,71.18,74.2,"nzl_nm"
1984,78.02,71.5,74.72,"nzl_nm"
1985,77.14,71.2,74.14,"nzl_nm"
1986,77.58,71.14,74.32,"nzl_nm"
1987,77.36,71.5,74.42,"nzl_nm"
1988,77.85,71.58,74.68,"nzl_nm"
1989,78.27,72.12,75.18,"nzl_nm"
1990,78.76,72.74,75.75,"nzl_nm"
1991,79.2,73.62,76.43,"nzl_nm"
1992,79.61,73.44,76.51,"nzl_nm"
1993,79.58,74.2,76.92,"nzl_nm"
1994,80.04,74.44,77.27,"nzl_nm"
1995,79.87,74.44,77.18,"nzl_nm"
1996,80.22,75.15,77.72,"nzl_nm"
1997,80.92,75.53,78.25,"nzl_nm"
1998,81.49,76.4,79,"nzl_nm"
1999,81.14,76.37,78.81,"nzl_nm"
2000,82.01,76.9,79.51,"nzl_nm"
2001,81.85,77.02,79.49,"nzl_nm"
2002,81.84,77.43,79.69,"nzl_nm"
2003,82.09,77.82,80.01,"nzl_nm"
2004,82.17,78.18,80.23,"nzl_nm"
2005,82.89,78.81,80.91,"nzl_nm"
2006,82.81,78.85,80.88,"nzl_nm"
2007,82.89,78.98,80.97,"nzl_nm"
2008,83.06,79.05,81.09,"nzl_nm"
1948,70.83,66.97,68.82,"nzl_np"
1949,70.74,67.27,68.95,"nzl_np"
1950,71.24,67.41,69.25,"nzl_np"
1951,71.44,66.98,69.13,"nzl_np"
1952,71.49,67.39,69.38,"nzl_np"
1953,72.7,67.92,70.21,"nzl_np"
1954,72.85,68,70.33,"nzl_np"
1955,72.99,68.13,70.48,"nzl_np"
1956,73.28,68.37,70.72,"nzl_np"
1957,73.02,67.71,70.25,"nzl_np"
1958,73.48,68.44,70.88,"nzl_np"
1959,73.39,68.33,70.77,"nzl_np"
1960,73.95,68.67,71.22,"nzl_np"
1961,73.67,68.37,70.93,"nzl_np"
1962,74.12,68.48,71.2,"nzl_np"
1963,74.23,68.52,71.27,"nzl_np"
1964,74.31,68.49,71.29,"nzl_np"
1965,74.31,68.33,71.21,"nzl_np"
1966,74.32,68.07,71.07,"nzl_np"
1967,74.67,68.41,71.44,"nzl_np"
1968,74.29,68.12,71.09,"nzl_np"
1969,74.75,68.41,71.47,"nzl_np"
1970,74.49,68.16,71.22,"nzl_np"
1971,74.99,68.66,71.72,"nzl_np"
1972,74.75,69.02,71.83,"nzl_np"
1973,75.14,68.44,71.68,"nzl_np"
1974,75.13,68.91,71.94,"nzl_np"
1975,75.55,69.03,72.2,"nzl_np"
1976,75.67,69.3,72.4,"nzl_np"
1977,75.58,68.89,72.14,"nzl_np"
1978,76.43,69.76,73.01,"nzl_np"
1979,76.48,69.81,73.05,"nzl_np"
1980,75.8,70.04,72.87,"nzl_np"
1981,76.89,70.49,73.63,"nzl_np"
1982,76.88,70.67,73.73,"nzl_np"
1983,76.94,70.81,73.83,"nzl_np"
1984,77.67,71.16,74.37,"nzl_np"
1985,76.84,70.98,73.87,"nzl_np"
1986,77.36,70.97,74.12,"nzl_np"
1987,77.15,71.31,74.21,"nzl_np"
1988,77.6,71.42,74.47,"nzl_np"
1989,77.99,71.82,74.89,"nzl_np"
1990,78.36,72.49,75.43,"nzl_np"
1991,78.85,73.26,76.08,"nzl_np"
1992,79.3,73.11,76.19,"nzl_np"
1993,79.19,73.76,76.5,"nzl_np"
1994,79.66,74.15,76.93,"nzl_np"
1995,79.48,74.07,76.8,"nzl_np"
1996,79.36,74.24,76.83,"nzl_np"
1997,80.08,74.62,77.37,"nzl_np"
1998,80.81,75.49,78.19,"nzl_np"
1999,80.4,75.43,77.96,"nzl_np"
2000,81.24,76.09,78.72,"nzl_np"
2001,81.03,76.31,78.72,"nzl_np"
2002,81.13,76.64,78.94,"nzl_np"
2003,81.41,76.94,79.22,"nzl_np"
2004,81.43,77.33,79.43,"nzl_np"
2005,82.2,77.96,80.14,"nzl_np"
2006,82.1,78.04,80.12,"nzl_np"
2007,82.26,78.15,80.24,"nzl_np"
2008,82.34,78.37,80.39,"nzl_np"
1958,68.63,63.03,65.93,"pol"
1959,68.34,62.62,65.57,"pol"
1960,70.63,64.81,67.83,"pol"
1961,70.81,64.86,67.94,"pol"
1962,70.54,64.55,67.64,"pol"
1963,71.52,65.41,68.56,"pol"
1964,71.61,65.75,68.78,"pol"
1965,72.36,66.4,69.49,"pol"
1966,72.86,66.72,69.89,"pol"
1967,72.67,66.34,69.59,"pol"
1968,73.39,66.89,70.23,"pol"
1969,72.97,66.31,69.71,"pol"
1970,73.12,66.42,69.84,"pol"
1971,73.17,66.02,69.64,"pol"
1972,74.2,67.29,70.82,"pol"
1973,74.33,67.17,70.81,"pol"
1974,74.7,67.8,71.32,"pol"
1975,74.34,67.04,70.73,"pol"
1976,74.56,66.86,70.73,"pol"
1977,74.61,66.6,70.61,"pol"
1978,74.65,66.44,70.54,"pol"
1979,74.98,66.8,70.89,"pol"
1980,74.5,66.06,70.25,"pol"
1981,75.29,67.14,71.22,"pol"
1982,75.26,67.3,71.29,"pol"
1983,75.17,67.08,71.12,"pol"
1984,74.94,66.84,70.88,"pol"
1985,74.76,66.51,70.6,"pol"
1986,75.08,66.76,70.89,"pol"
1987,75.15,66.81,70.95,"pol"
1988,75.55,67.08,71.28,"pol"
1989,75.43,66.72,71.01,"pol"
1990,75.28,66.26,70.68,"pol"
1991,75.1,65.88,70.37,"pol"
1992,75.53,66.47,70.92,"pol"
1993,75.82,67.14,71.43,"pol"
1994,76.08,67.46,71.72,"pol"
1995,76.42,67.6,71.96,"pol"
1996,76.6,68.05,72.29,"pol"
1997,76.99,68.36,72.64,"pol"
1998,77.34,68.73,73.01,"pol"
1999,77.46,68.68,73.03,"pol"
2000,77.95,69.57,73.76,"pol"
2001,78.33,70,74.18,"pol"
2002,78.73,70.3,74.53,"pol"
2003,78.85,70.48,74.68,"pol"
2004,79.19,70.62,74.91,"pol"
2005,79.3,70.75,75.03,"pol"
2006,79.55,70.9,75.22,"pol"
2007,79.63,70.92,75.27,"pol"
2008,79.82,71.21,75.52,"pol"
2009,79.92,71.48,75.71,"pol"
1940,53.6,49.09,51.39,"prt"
1941,49.89,45.86,47.91,"prt"
1942,51.86,47.7,49.83,"prt"
1943,53.25,48.67,51.01,"prt"
1944,55.04,49.64,52.37,"prt"
1945,56.38,51.06,53.77,"prt"
1946,56.2,50.99,53.64,"prt"
1947,58.4,53.42,55.98,"prt"
1948,59.24,54.03,56.71,"prt"
1949,57.85,52.71,55.34,"prt"
1950,61.03,55.79,58.48,"prt"
1951,61.24,55.98,58.68,"prt"
1952,62.2,57.17,59.76,"prt"
1953,63.6,58.33,61.04,"prt"
1954,64.78,59.43,62.18,"prt"
1955,63.9,58.67,61.36,"prt"
1956,63.76,58.46,61.17,"prt"
1957,64.06,58.67,61.44,"prt"
1958,66.42,60.88,63.73,"prt"
1959,65.68,59.99,62.91,"prt"
1960,66.91,61.28,64.17,"prt"
1961,65.49,59.94,62.78,"prt"
1962,67.22,61.26,64.3,"prt"
1963,67.83,61.91,64.93,"prt"
1964,68.03,62.16,65.16,"prt"
1965,69.14,62.93,66.09,"prt"
1966,68.76,62.36,65.6,"prt"
1967,69.66,63.23,66.5,"prt"
1968,69.88,63.61,66.8,"prt"
1969,69.58,63.15,66.4,"prt"
1970,70.12,63.88,67.06,"prt"
1971,70.12,63.49,66.85,"prt"
1972,72.28,65.93,69.17,"prt"
1973,71.62,65.42,68.58,"prt"
1974,72.37,65.8,69.13,"prt"
1975,72.55,65.14,68.86,"prt"
1976,72.7,65.46,69.08,"prt"
1977,73.92,66.7,70.33,"prt"
1978,74.18,67.34,70.79,"prt"
1979,74.93,68.17,71.59,"prt"
1980,75.17,68.11,71.66,"prt"
1981,75.43,68.31,71.89,"prt"
1982,76.18,69.15,72.7,"prt"
1983,76.07,69.15,72.64,"prt"
1984,76.45,69.36,72.93,"prt"
1985,76.74,69.64,73.21,"prt"
1986,77.07,70.15,73.64,"prt"
1987,77.47,70.57,74.05,"prt"
1988,77.64,70.5,74.09,"prt"
1989,78.17,71.1,74.66,"prt"
1990,77.8,70.76,74.29,"prt"
1991,77.89,70.58,74.23,"prt"
1992,78.59,71.14,74.87,"prt"
1993,78.4,71.1,74.75,"prt"
1994,79.25,72.15,75.72,"prt"
1995,79.22,71.86,75.54,"prt"
1996,79.23,71.73,75.48,"prt"
1997,79.51,72.28,75.91,"prt"
1998,79.75,72.47,76.11,"prt"
1999,79.88,72.73,76.32,"prt"
2000,80.34,73.26,76.82,"prt"
2001,80.66,73.57,77.14,"prt"
2002,80.81,73.86,77.36,"prt"
2003,80.83,74.21,77.56,"prt"
2004,81.76,74.93,78.39,"prt"
2005,81.58,74.87,78.27,"prt"
2006,82.48,75.47,79.02,"prt"
2007,82.44,75.88,79.22,"prt"
2008,82.64,76.21,79.49,"prt"
2009,82.78,76.47,79.7,"prt"
2010,83.04,76.74,79.97,"prt"
2011,83.5,77.17,80.42,"prt"
2012,83.38,77.25,80.4,"prt"
1959,71.14,62.84,67.68,"rus"
1960,72.31,63.67,68.69,"rus"
1961,72.63,63.91,68.96,"rus"
1962,72.27,63.67,68.64,"rus"
1963,72.78,64.12,69.12,"rus"
1964,73.58,64.89,69.92,"rus"
1965,73.33,64.37,69.51,"rus"
1966,73.55,64.29,69.57,"rus"
1967,73.43,64.02,69.35,"rus"
1968,73.56,63.73,69.26,"rus"
1969,73.29,63.07,68.76,"rus"
1970,73.44,63.07,68.83,"rus"
1971,73.77,63.24,69.08,"rus"
1972,73.62,63.24,68.98,"rus"
1973,73.56,63.28,68.96,"rus"
1974,73.77,63.12,68.96,"rus"
1975,73.23,62.48,68.32,"rus"
1976,73.04,62.19,68.06,"rus"
1977,73.19,61.82,67.9,"rus"
1978,73.23,61.83,67.91,"rus"
1979,73.02,61.49,67.58,"rus"
1980,72.96,61.38,67.48,"rus"
1981,73.18,61.61,67.69,"rus"
1982,73.64,62.24,68.24,"rus"
1983,73.41,62.15,68.06,"rus"
1984,72.96,61.71,67.56,"rus"
1985,73.23,62.72,68.26,"rus"
1986,74.22,64.77,69.86,"rus"
1987,74.26,64.83,69.88,"rus"
1988,74.25,64.61,69.73,"rus"
1989,74.5,64.2,69.59,"rus"
1990,74.32,63.76,69.22,"rus"
1991,74.23,63.41,68.96,"rus"
1992,73.71,61.96,67.84,"rus"
1993,71.85,58.8,65.07,"rus"
1994,71.07,57.38,63.81,"rus"
1995,71.6,58.11,64.51,"rus"
1996,72.41,59.61,65.79,"rus"
1997,72.85,60.84,66.72,"rus"
1998,73.12,61.19,67.05,"rus"
1999,72.42,59.86,65.92,"rus"
2000,72.25,58.99,65.3,"rus"
2001,72.16,58.88,65.2,"rus"
2002,71.89,58.63,64.91,"rus"
2003,71.84,58.5,64.81,"rus"
2004,72.31,58.85,65.24,"rus"
2005,72.41,58.85,65.29,"rus"
2006,73.24,60.33,66.57,"rus"
2007,73.9,61.33,67.48,"rus"
2008,74.18,61.78,67.86,"rus"
2009,74.7,62.73,68.66,"rus"
2010,74.79,62.95,68.83,"rus"
1950,62.55,59.14,60.87,"svk"
1951,63.34,59.21,61.28,"svk"
1952,66.28,62.36,64.34,"svk"
1953,67.51,63.75,65.65,"svk"
1954,68.39,64.96,66.7,"svk"
1955,69.82,65.83,67.84,"svk"
1956,70.41,66.29,68.37,"svk"
1957,69.5,65.38,67.45,"svk"
1958,71.5,67.14,69.34,"svk"
1959,71.29,66.74,69.03,"svk"
1960,72.53,68.13,70.34,"svk"
1961,73.01,68.53,70.78,"svk"
1962,72.65,68,70.32,"svk"
1963,73.21,68.2,70.7,"svk"
1964,73.48,68.67,71.07,"svk"
1965,72.79,67.81,70.28,"svk"
1966,73.18,67.72,70.42,"svk"
1967,73.76,68.23,70.97,"svk"
1968,73.45,67.57,70.47,"svk"
1969,73.05,66.68,69.8,"svk"
1970,72.93,66.66,69.73,"svk"
1971,73.26,66.62,69.86,"svk"
1972,73.85,66.94,70.32,"svk"
1973,73.4,66.79,70.02,"svk"
1974,73.7,66.82,70.17,"svk"
1975,73.93,66.85,70.3,"svk"
1976,74.09,67.01,70.46,"svk"
1977,74.28,66.75,70.41,"svk"
1978,74.12,66.9,70.42,"svk"
1979,74.56,67.11,70.74,"svk"
1980,74.26,66.71,70.38,"svk"
1981,74.7,66.79,70.63,"svk"
1982,74.76,66.98,70.77,"svk"
1983,74.52,66.65,70.47,"svk"
1984,74.89,66.77,70.71,"svk"
1985,74.75,66.88,70.72,"svk"
1986,74.92,67.04,70.89,"svk"
1987,75.1,67.19,71.06,"svk"
1988,75.43,67.04,71.13,"svk"
1989,75.29,66.8,70.94,"svk"
1990,75.39,66.52,70.83,"svk"
1991,75.25,66.77,70.91,"svk"
1992,75.87,67.07,71.37,"svk"
1993,76.14,67.74,71.88,"svk"
1994,76.47,68.25,72.33,"svk"
1995,76.3,68.27,72.26,"svk"
1996,76.8,68.72,72.75,"svk"
1997,76.68,68.73,72.71,"svk"
1998,76.76,68.47,72.6,"svk"
1999,77.13,68.87,72.99,"svk"
2000,77.33,69.02,73.17,"svk"
2001,77.69,69.5,73.6,"svk"
2002,77.73,69.81,73.8,"svk"
2003,77.83,69.82,73.85,"svk"
2004,78.05,70.33,74.24,"svk"
2005,78.11,70.19,74.18,"svk"
2006,78.4,70.41,74.44,"svk"
2007,78.36,70.58,74.5,"svk"
2008,78.86,70.82,74.86,"svk"
2009,78.95,71.36,75.2,"svk"
1983,74.88,66.77,70.86,"svn"
1984,75.28,67.22,71.3,"svn"
1985,75.8,67.55,71.73,"svn"
1986,76.14,68.27,72.29,"svn"
1987,76.22,68.07,72.21,"svn"
1988,76.79,68.8,72.88,"svn"
1989,77.24,69.24,73.34,"svn"
1990,77.69,69.77,73.83,"svn"
1991,77.38,69.42,73.48,"svn"
1992,77.48,69.57,73.62,"svn"
1993,77.55,69.33,73.49,"svn"
1994,77.7,70.01,73.95,"svn"
1995,78.33,70.73,74.64,"svn"
1996,78.87,71.07,75.08,"svn"
1997,79.01,71.07,75.11,"svn"
1998,79.07,71.23,75.22,"svn"
1999,79.28,71.74,75.6,"svn"
2000,79.76,72.18,76.06,"svn"
2001,80.27,72.25,76.32,"svn"
2002,80.46,72.58,76.58,"svn"
2003,80.32,72.52,76.47,"svn"
2004,80.73,73.49,77.21,"svn"
2005,80.88,73.98,77.52,"svn"
2006,81.8,74.39,78.16,"svn"
2007,81.78,74.63,78.26,"svn"
2008,82.25,75.44,78.91,"svn"
2009,82.3,75.77,79.09,"svn"
1751,39.88,36.81,38.37,"swe"
1752,36.75,33.88,35.34,"swe"
1753,41.27,38.05,39.69,"swe"
1754,39.01,35.8,37.43,"swe"
1755,37.6,35.34,36.5,"swe"
1756,37.81,34.51,36.18,"swe"
1757,35.01,32.47,33.76,"swe"
1758,34.4,31.34,32.87,"swe"
1759,39.9,36.38,38.15,"swe"
1760,41.18,38.08,39.66,"swe"
1761,39.13,36.35,37.76,"swe"
1762,33.58,31.2,32.42,"swe"
1763,31.75,29,30.39,"swe"
1764,37.92,34.56,36.24,"swe"
1765,37.8,34.07,35.93,"swe"
1766,39.68,36.39,38.04,"swe"
1767,40.1,36.25,38.16,"swe"
1768,36.22,33.71,34.99,"swe"
1769,35.57,33.68,34.65,"swe"
1770,37.75,35.41,36.6,"swe"
1771,36.83,33.9,35.37,"swe"
1772,29.59,25.86,27.68,"swe"
1773,18.79,17.15,17.96,"swe"
1774,41.35,39.72,40.53,"swe"
1775,39.21,36.99,38.09,"swe"
1776,42.77,40.16,41.47,"swe"
1777,39.19,36.96,38.08,"swe"
1778,36.75,34.24,35.5,"swe"
1779,33.38,32.14,32.76,"swe"
1780,44.02,41.24,42.64,"swe"
1781,39.15,36.38,37.76,"swe"
1782,38.23,35.02,36.61,"swe"
1783,35.52,31.89,33.68,"swe"
1784,32.65,30.13,31.4,"swe"
1785,34.59,32.26,33.43,"swe"
1786,39.33,36.34,37.84,"swe"
1787,41.78,38.67,40.22,"swe"
1788,38.18,35.34,36.76,"swe"
1789,34.69,28.04,31.17,"swe"
1790,35.37,31.77,33.55,"swe"
1791,39.56,37.25,38.4,"swe"
1792,41.27,38.32,39.78,"swe"
1793,40.79,38.38,39.59,"swe"
1794,41.81,38.93,40.36,"swe"
1795,37.75,35.26,36.5,"swe"
1796,40.23,37.41,38.82,"swe"
1797,41.88,38.75,40.31,"swe"
1798,42.91,39.67,41.29,"swe"
1799,41,37.59,39.29,"swe"
1800,33.15,31.11,32.13,"swe"
1801,38.03,35.66,36.85,"swe"
1802,41.81,38.48,40.13,"swe"
1803,41.83,38.58,40.19,"swe"
1804,41.41,37.92,39.65,"swe"
1805,42.38,39.62,41,"swe"
1806,37.23,35.03,36.14,"swe"
1807,39.91,37.52,38.72,"swe"
1808,32.23,28.13,30.13,"swe"
1809,28.91,24.92,26.86,"swe"
1810,33.63,30.3,31.94,"swe"
1811,36.21,32.88,34.54,"swe"
1812,36.84,33.29,35.05,"swe"
1813,38.57,34.39,36.46,"swe"
1814,40.11,36.98,38.55,"swe"
1815,41.86,38.94,40.41,"swe"
1816,43.61,39.85,41.73,"swe"
1817,41.77,38.76,40.27,"swe"
1818,41.95,38.03,39.98,"swe"
1819,38.61,35.27,36.93,"swe"
1820,41.84,38.57,40.21,"swe"
1821,39.53,36.69,38.12,"swe"
1822,44.8,40.66,42.73,"swe"
1823,47.35,42.98,45.16,"swe"
1824,47.24,42.65,44.94,"swe"
1825,47.57,42.88,45.22,"swe"
1826,45.38,40.78,43.06,"swe"
1827,44.58,40.68,42.63,"swe"
1828,40.25,35.3,37.72,"swe"
1829,38.57,33.86,36.16,"swe"
1830,43.4,38.54,40.94,"swe"
1831,41.13,36.82,38.94,"swe"
1832,42.55,39.08,40.81,"swe"
1833,44.66,40.31,42.47,"swe"
1834,40.85,36.26,38.51,"swe"
1835,49.32,44.91,47.12,"swe"
1836,47.21,43.01,45.11,"swe"
1837,41.76,37.4,39.55,"swe"
1838,42.19,37.8,39.96,"swe"
1839,41.73,37.96,39.83,"swe"
1840,46.1,41.81,43.94,"swe"
1841,47.2,43.01,45.11,"swe"
1842,45,40.55,42.76,"swe"
1843,44.82,40.77,42.79,"swe"
1844,46.88,41.18,43.98,"swe"
1845,48.47,43.47,45.95,"swe"
1846,43.9,40.12,42.01,"swe"
1847,41.91,38.3,40.09,"swe"
1848,47.26,42.96,45.1,"swe"
1849,46.81,42.17,44.47,"swe"
1850,47.26,42.14,44.66,"swe"
1851,46.07,41.17,43.58,"swe"
1852,43.7,39.01,41.31,"swe"
1853,41.93,38.03,39.96,"swe"
1854,46.49,42.52,44.5,"swe"
1855,44.78,41.29,43.03,"swe"
1856,44,40.21,42.09,"swe"
1857,36.57,32.7,34.59,"swe"
1858,43.58,40.35,41.95,"swe"
1859,46.16,42.32,44.23,"swe"
1860,50.26,46.59,48.44,"swe"
1861,48.93,45.24,47.09,"swe"
